Gene_names,GO_IDs,GO_terms
PAP1,GO:0006397,mRNA processing
PAP1,GO:0031123,RNA 3'-end processing
PAP1,GO:0043631,RNA polyadenylation
PRE2,GO:0004298,threonine-type endopeptidase activity
PRE2,GO:0005634,nucleus
PRE2,GO:0005737,cytoplasm
PRE2,GO:0010499,proteasomal ubiquitin-independent protein catabolic process
PRE2,GO:0019774,"proteasome core complex, beta-subunit complex"
PRE2,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process
RSA3,GO:0005730,nucleolus
RNH1,GO:0000287,magnesium ion binding
RNH1,GO:0003676,nucleic acid binding
RNH1,GO:0004523,RNA-DNA hybrid ribonuclease activity
RPS3,GO:0003723,RNA binding
RPS3,GO:0003735,structural constituent of ribosome
RPS3,GO:0005737,cytoplasm
RPS3,GO:0006412,translation
RPS3,GO:0015935,small ribosomal subunit
IRC20,GO:0005524,ATP binding
IRC20,GO:0005634,nucleus
IRC20,GO:0016787,hydrolase activity
IRC20,GO:0046872,metal ion binding
IRC20,GO:0140658,ATP-dependent chromatin remodeler activity
SRT1,GO:0016765,"transferase activity, transferring alkyl or aryl (other than methyl) groups"
SRT1,GO:0019408,dolichol biosynthetic process
SMC5,GO:0000724,double-strand break repair via homologous recombination
SMC5,GO:0005524,ATP binding
SMC5,GO:0005634,nucleus
SMC5,GO:0016887,ATP hydrolysis activity
SMC5,GO:0030915,Smc5-Smc6 complex
PAM16,GO:0005744,TIM23 mitochondrial import inner membrane translocase complex
PAM16,GO:0030150,protein import into mitochondrial matrix
HFD1,GO:0006081,cellular aldehyde metabolic process
HFD1,GO:0016020,membrane
HFD1,GO:0016620,"oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor"
DUO1,GO:0000278,mitotic cell cycle
DUO1,GO:0005737,cytoplasm
DUO1,GO:0005874,microtubule
DUO1,GO:0007059,chromosome segregation
DUO1,GO:0042729,DASH complex
DUO1,GO:0051301,cell division
DUO1,GO:0072686,mitotic spindle
GSH2,GO:0000287,magnesium ion binding
GSH2,GO:0004363,glutathione synthase activity
GSH2,GO:0005524,ATP binding
GSH2,GO:0043295,glutathione binding
AAT1,GO:0004069,L-aspartate:2-oxoglutarate aminotransferase activity
AAT1,GO:0006520,amino acid metabolic process
AAT1,GO:0009058,biosynthetic process
AAT1,GO:0030170,pyridoxal phosphate binding
APL2,GO:0006886,intracellular protein transport
APL2,GO:0016192,vesicle-mediated transport
APL2,GO:0030117,membrane coat
APL2,GO:0030276,clathrin binding
ADH4b,GO:0004022,alcohol dehydrogenase (NAD+) activity
ADH4b,GO:0008270,zinc ion binding
SMC1,GO:0000278,mitotic cell cycle
SMC1,GO:0005524,ATP binding
SMC1,GO:0005634,nucleus
SMC1,GO:0007062,sister chromatid cohesion
SMC1,GO:0008278,cohesin complex
SMC1,GO:0016887,ATP hydrolysis activity
SMC1,GO:0051301,cell division
HTA1,GO:0000786,nucleosome
HTA1,GO:0003677,DNA binding
HTA1,GO:0005634,nucleus
HTA1,GO:0030527,structural constituent of chromatin
HTA1,GO:0046982,protein heterodimerization activity
ALG7,GO:0003975,UDP-N-acetylglucosamine-dolichyl-phosphate N-acetylglucosaminephosphotransferase activity
ALG7,GO:0005789,endoplasmic reticulum membrane
ALG7,GO:0006488,dolichol-linked oligosaccharide biosynthetic process
ALG7,GO:0016757,glycosyltransferase activity
GLC7,GO:0017018,myosin phosphatase activity
GLC7,GO:0046872,metal ion binding
RPB8,GO:0005665,"RNA polymerase II, core complex"
RPB8,GO:0005666,RNA polymerase III complex
RPB8,GO:0005736,RNA polymerase I complex
RPB8,GO:0006351,DNA-templated transcription
MRPL2,GO:0003735,structural constituent of ribosome
MRPL2,GO:0005739,mitochondrion
MRPL2,GO:0005840,ribosome
MRPL2,GO:0006412,translation
MRPL2,GO:1990904,ribonucleoprotein complex
BBP1,GO:0005816,spindle pole body
RRP36,GO:0000469,cleavage involved in rRNA processing
RRP36,GO:0005730,nucleolus
RRP36,GO:1990904,ribonucleoprotein complex
SPO1,GO:0004622,lysophospholipase activity
SPO1,GO:0009395,phospholipid catabolic process
SPO1,GO:0102545,phosphatidyl phospholipase B activity
GUA1,GO:0003921,GMP synthase activity
GUA1,GO:0005524,ATP binding
GUA1,GO:0006541,glutamine metabolic process
SRS2,GO:0003677,DNA binding
SRS2,GO:0003678,DNA helicase activity
SRS2,GO:0005524,ATP binding
SRS2,GO:0016787,hydrolase activity
CAF20,GO:0003743,translation initiation factor activity
CAF20,GO:0005737,cytoplasm
CAF20,GO:0005845,mRNA cap binding complex
CAF20,GO:0017148,negative regulation of translation
ARG2,GO:0004042,acetyl-CoA:L-glutamate N-acetyltransferase activity
ARG2,GO:0005739,mitochondrion
ARG2,GO:0006526,arginine biosynthetic process
ARG2,GO:0103045,methione N-acyltransferase activity
CPD1,GO:0004113,"2',3'-cyclic-nucleotide 3'-phosphodiesterase activity"
CPD1,GO:0005794,Golgi apparatus
SIR2,GO:0004407,histone deacetylase activity
SIR2,GO:0005634,nucleus
SIR2,GO:0016740,transferase activity
SIR2,GO:0070403,NAD+ binding
GGA2,GO:0005794,Golgi apparatus
GGA2,GO:0005829,cytosol
GGA2,GO:0006886,intracellular protein transport
GGA2,GO:0007034,vacuolar transport
GGA2,GO:0016197,endosomal transport
GGA2,GO:0016482,cytosolic transport
GGA2,GO:0035091,phosphatidylinositol binding
GGA2,GO:0043130,ubiquitin binding
SFH5,GO:0005789,endoplasmic reticulum membrane
SFH5,GO:0008526,phosphatidylinositol transfer activity
SFH5,GO:0046872,metal ion binding
TIM13,GO:0005743,mitochondrial inner membrane
TIM13,GO:0015031,protein transport
TFG1,GO:0003677,DNA binding
TFG1,GO:0003743,translation initiation factor activity
TFG1,GO:0005634,nucleus
TFG1,GO:0006367,transcription initiation at RNA polymerase II promoter
TFG1,GO:0032968,positive regulation of transcription elongation by RNA polymerase II
CYR1,GO:0004016,adenylate cyclase activity
CYR1,GO:0005524,ATP binding
CYR1,GO:0006171,cAMP biosynthetic process
CYR1,GO:0035556,intracellular signal transduction
POX1,GO:0003997,acyl-CoA oxidase activity
POX1,GO:0005777,peroxisome
POX1,GO:0033540,fatty acid beta-oxidation using acyl-CoA oxidase
POX1,GO:0071949,FAD binding
SLX1,GO:0006281,DNA repair
SLX1,GO:0006310,DNA recombination
SLX1,GO:0017108,5'-flap endonuclease activity
SLX1,GO:0033557,Slx1-Slx4 complex
PDB1,GO:0004739,pyruvate dehydrogenase (acetyl-transferring) activity
PDB1,GO:0006086,acetyl-CoA biosynthetic process from pyruvate
ATG22,GO:0005774,vacuolar membrane
ATG22,GO:0006865,amino acid transport
ATG22,GO:0006914,autophagy
CYS4,GO:0004122,cystathionine beta-synthase activity
CYS4,GO:0005737,cytoplasm
CYS4,GO:0006535,cysteine biosynthetic process from serine
CYS4,GO:0019343,cysteine biosynthetic process via cystathionine
CDC11,GO:0005525,GTP binding
CDC11,GO:0005619,ascospore wall
CDC11,GO:0005935,cellular bud neck
CDC11,GO:0031105,septin complex
CDC11,GO:0051301,cell division
LSM2,GO:0000398,"mRNA splicing, via spliceosome"
LSM2,GO:0003723,RNA binding
LSM2,GO:0005681,spliceosomal complex
LSM2,GO:0005688,U6 snRNP
LSM2,GO:0046540,U4/U6 x U5 tri-snRNP complex
YAE1,GO:0005634,nucleus
YAE1,GO:0005737,cytoplasm
MRT4,GO:0000027,ribosomal large subunit assembly
MRT4,GO:0005730,nucleolus
MRT4,GO:0005737,cytoplasm
CAP1,GO:0003779,actin binding
CAP1,GO:0008290,F-actin capping protein complex
CAP1,GO:0051016,barbed-end actin filament capping
DOM34,GO:0004519,endonuclease activity
DOM34,GO:0005737,cytoplasm
DOM34,GO:0046872,metal ion binding
DOM34,GO:0070481,"nuclear-transcribed mRNA catabolic process, non-stop decay"
DOM34,GO:0070966,"nuclear-transcribed mRNA catabolic process, no-go decay"
DOM34,GO:0071025,RNA surveillance
VPS29,GO:0015031,protein transport
VPS29,GO:0110165,cellular anatomical entity
DNF1,GO:0000287,magnesium ion binding
DNF1,GO:0005524,ATP binding
DNF1,GO:0016020,membrane
DNF1,GO:0016887,ATP hydrolysis activity
DNF1,GO:0045332,phospholipid translocation
DNF1,GO:0140326,ATPase-coupled intramembrane lipid transporter activity
MET14,GO:0000103,sulfate assimilation
MET14,GO:0004020,adenylylsulfate kinase activity
MET14,GO:0005524,ATP binding
MET14,GO:0016310,phosphorylation
MET14,GO:0070814,hydrogen sulfide biosynthetic process
ADE13,GO:0004018,"N6-(1,2-dicarboxyethyl)AMP AMP-lyase (fumarate-forming) activity"
ADE13,GO:0006189,'de novo' IMP biosynthetic process
ADE13,GO:0044208,'de novo' AMP biosynthetic process
ADE13,GO:0070626,(S)-2-(5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamido) succinate lyase (fumarate-forming) activity
GPI13,GO:0005789,endoplasmic reticulum membrane
GPI13,GO:0006506,GPI anchor biosynthetic process
GPI13,GO:0051377,mannose-ethanolamine phosphotransferase activity
STE11,GO:0004672,protein kinase activity
STE11,GO:0005524,ATP binding
STE11,GO:0006468,protein phosphorylation
IDH2,GO:0000287,magnesium ion binding
IDH2,GO:0004449,isocitrate dehydrogenase (NAD+) activity
IDH2,GO:0006099,tricarboxylic acid cycle
IDH2,GO:0051287,NAD binding
PMA1,GO:0005524,ATP binding
PMA1,GO:0005886,plasma membrane
PMA1,GO:0008553,P-type proton-exporting transporter activity
PMA1,GO:0016887,ATP hydrolysis activity
PMA1,GO:0120029,proton export across plasma membrane
ACO2b,GO:0003994,aconitate hydratase activity
ACO2b,GO:0005739,mitochondrion
ACO2b,GO:0006099,tricarboxylic acid cycle
ACO2b,GO:0046872,metal ion binding
ACO2b,GO:0051539,"4 iron, 4 sulfur cluster binding"
ENO,GO:0000015,phosphopyruvate hydratase complex
ENO,GO:0000287,magnesium ion binding
ENO,GO:0004634,phosphopyruvate hydratase activity
ENO,GO:0006096,glycolytic process
MND1,GO:0003690,double-stranded DNA binding
MND1,GO:0005634,nucleus
MND1,GO:0007131,reciprocal meiotic recombination
YKU80,GO:0000781,"chromosome, telomeric region"
YKU80,GO:0003677,DNA binding
YKU80,GO:0004386,helicase activity
YKU80,GO:0006303,double-strand break repair via nonhomologous end joining
IKI1,GO:0002098,tRNA wobble uridine modification
IKI1,GO:0005634,nucleus
IKI1,GO:0005737,cytoplasm
IKI1,GO:0033588,elongator holoenzyme complex
MED11,GO:0003712,transcription coregulator activity
MED11,GO:0006357,regulation of transcription by RNA polymerase II
MED11,GO:0016592,mediator complex
BUD32,GO:0000781,"chromosome, telomeric region"
BUD32,GO:0004674,protein serine/threonine kinase activity
BUD32,GO:0005524,ATP binding
BUD32,GO:0006468,protein phosphorylation
BUD32,GO:0008033,tRNA processing
GAL1,GO:0004335,galactokinase activity
GAL1,GO:0005524,ATP binding
GAL1,GO:0005737,cytoplasm
GAL1,GO:0006012,galactose metabolic process
UBP2,GO:0004843,cysteine-type deubiquitinase activity
UBP2,GO:0016579,protein deubiquitination
UBP2,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process
CFT2,GO:0003723,RNA binding
CFT2,GO:0005847,mRNA cleavage and polyadenylation specificity factor complex
CFT2,GO:0006378,mRNA polyadenylation
CFT2,GO:0006379,mRNA cleavage
SIL1,GO:0000774,adenyl-nucleotide exchange factor activity
SIL1,GO:0005783,endoplasmic reticulum
PDR12,GO:0005524,ATP binding
PDR12,GO:0016020,membrane
PDR12,GO:0016887,ATP hydrolysis activity
PDR12,GO:0140359,ABC-type transporter activity
LSB6,GO:0004430,1-phosphatidylinositol 4-kinase activity
LSB6,GO:0005524,ATP binding
LSB6,GO:0005768,endosome
LSB6,GO:0005774,vacuolar membrane
LSB6,GO:0005886,plasma membrane
LSB6,GO:0016310,phosphorylation
ZTA1,GO:0004022,alcohol dehydrogenase (NAD+) activity
ZTA1,GO:0008270,zinc ion binding
RAT1,GO:0003676,nucleic acid binding
RAT1,GO:0004534,5'-3' RNA exonuclease activity
RAT1,GO:0005634,nucleus
RAT1,GO:0006353,DNA-templated transcription termination
RAT1,GO:0006364,rRNA processing
RAT1,GO:0006397,mRNA processing
TLG2,GO:0005484,SNAP receptor activity
TLG2,GO:0006886,intracellular protein transport
TLG2,GO:0016020,membrane
TLG2,GO:0016192,vesicle-mediated transport
TLG2,GO:0043231,intracellular membrane-bounded organelle
TRL1,GO:0003972,RNA ligase (ATP) activity
TRL1,GO:0005524,ATP binding
TRL1,GO:0006388,"tRNA splicing, via endonucleolytic cleavage and ligation"
TRL1,GO:0008081,phosphoric diester hydrolase activity
TRL1,GO:0051730,GTP-dependent polyribonucleotide 5'-hydroxyl-kinase activity
IMP1,GO:0004252,serine-type endopeptidase activity
IMP1,GO:0005743,mitochondrial inner membrane
IMP1,GO:0006465,signal peptide processing
CLC1,GO:0005198,structural molecule activity
CLC1,GO:0006886,intracellular protein transport
CLC1,GO:0016192,vesicle-mediated transport
CLC1,GO:0030130,clathrin coat of trans-Golgi network vesicle
CLC1,GO:0030132,clathrin coat of coated pit
BMT2,GO:0005730,nucleolus
BMT2,GO:0016433,rRNA (adenine) methyltransferase activity
DBP6,GO:0003676,nucleic acid binding
DBP6,GO:0004386,helicase activity
DBP6,GO:0005524,ATP binding
DBP6,GO:0016787,hydrolase activity
HGT1,GO:0008643,carbohydrate transport
HGT1,GO:0016020,membrane
HGT1,GO:0022857,transmembrane transporter activity
IPI1,GO:0005634,nucleus
IPI1,GO:0006364,rRNA processing
IPI1,GO:0097344,Rix1 complex
MLH1,GO:0000710,meiotic mismatch repair
MLH1,GO:0005524,ATP binding
MLH1,GO:0005634,nucleus
MLH1,GO:0016887,ATP hydrolysis activity
MLH1,GO:0030983,mismatched DNA binding
MLH1,GO:0032300,mismatch repair complex
MLH1,GO:0140664,ATP-dependent DNA damage sensor activity
ISW1,GO:0003677,DNA binding
ISW1,GO:0005524,ATP binding
ISW1,GO:0005634,nucleus
ISW1,GO:0006355,regulation of DNA-templated transcription
ISW1,GO:0016787,hydrolase activity
ISW1,GO:0031491,nucleosome binding
ISW1,GO:0140658,ATP-dependent chromatin remodeler activity
CBP4,GO:0005743,mitochondrial inner membrane
ROT1,GO:0005789,endoplasmic reticulum membrane
ROT1,GO:0006458,'de novo' protein folding
SRP101,GO:0003924,GTPase activity
SRP101,GO:0005047,signal recognition particle binding
SRP101,GO:0005525,GTP binding
SRP101,GO:0005785,signal recognition particle receptor complex
SRP101,GO:0006614,SRP-dependent cotranslational protein targeting to membrane
UBR2,GO:0008270,zinc ion binding
UBR2,GO:0061630,ubiquitin protein ligase activity
UBR2,GO:0071596,ubiquitin-dependent protein catabolic process via the N-end rule pathway
BET4,GO:0004663,Rab geranylgeranyltransferase activity
BET4,GO:0005968,Rab-protein geranylgeranyltransferase complex
BET4,GO:0018344,protein geranylgeranylation
SRV2,GO:0003779,actin binding
SRV2,GO:0007010,cytoskeleton organization
RRF1,GO:0006412,translation
URA5,GO:0004588,orotate phosphoribosyltransferase activity
URA5,GO:0044205,'de novo' UMP biosynthetic process
GPI11,GO:0005789,endoplasmic reticulum membrane
GPI11,GO:0006506,GPI anchor biosynthetic process
CCR4,GO:0003723,RNA binding
CCR4,GO:0004535,poly(A)-specific ribonuclease activity
CCR4,GO:0005634,nucleus
CCR4,GO:0005737,cytoplasm
CCR4,GO:0046872,metal ion binding
REV3,GO:0000166,nucleotide binding
REV3,GO:0003677,DNA binding
REV3,GO:0003887,DNA-directed DNA polymerase activity
REV3,GO:0005634,nucleus
REV3,GO:0006260,DNA replication
REV3,GO:0016035,zeta DNA polymerase complex
REV3,GO:0019985,translesion synthesis
REV3,GO:0046872,metal ion binding
REV3,GO:0051539,"4 iron, 4 sulfur cluster binding"
MCR1,GO:0004128,"cytochrome-b5 reductase activity, acting on NAD(P)H"
MET1,GO:0000103,sulfate assimilation
MET1,GO:0004851,uroporphyrin-III C-methyltransferase activity
MET1,GO:0016491,oxidoreductase activity
MET1,GO:0019354,siroheme biosynthetic process
MET1,GO:0032259,methylation
FCJ1,GO:0005743,mitochondrial inner membrane
FAB1,GO:0000285,1-phosphatidylinositol-3-phosphate 5-kinase activity
FAB1,GO:0005524,ATP binding
FAB1,GO:0005737,cytoplasm
FAB1,GO:0016310,phosphorylation
FAB1,GO:0046872,metal ion binding
NOB1,GO:0000469,cleavage involved in rRNA processing
NOB1,GO:0004521,RNA endonuclease activity
NOB1,GO:0005730,nucleolus
NOB1,GO:0042274,ribosomal small subunit biogenesis
NOB1,GO:0046872,metal ion binding
CBF5,GO:0001522,pseudouridine synthesis
CBF5,GO:0003723,RNA binding
CBF5,GO:0006396,RNA processing
CBF5,GO:0009982,pseudouridine synthase activity
CBF5,GO:1990904,ribonucleoprotein complex
LEU2,GO:0000287,magnesium ion binding
LEU2,GO:0003862,3-isopropylmalate dehydrogenase activity
LEU2,GO:0009098,leucine biosynthetic process
LEU2,GO:0051287,NAD binding
RBL2,GO:0005737,cytoplasm
RBL2,GO:0005874,microtubule
RBL2,GO:0007021,tubulin complex assembly
RBL2,GO:0007023,post-chaperonin tubulin folding pathway
RBL2,GO:0048487,beta-tubulin binding
FRS1,GO:0000287,magnesium ion binding
FRS1,GO:0003723,RNA binding
FRS1,GO:0004826,phenylalanine-tRNA ligase activity
FRS1,GO:0005524,ATP binding
FRS1,GO:0005737,cytoplasm
FRS1,GO:0006432,phenylalanyl-tRNA aminoacylation
SER3,GO:0004617,phosphoglycerate dehydrogenase activity
SER3,GO:0006520,amino acid metabolic process
SER3,GO:0016053,organic acid biosynthetic process
SER3,GO:0051287,NAD binding
SER3,GO:1901566,organonitrogen compound biosynthetic process
SEC23,GO:0000139,Golgi membrane
SEC23,GO:0005789,endoplasmic reticulum membrane
SEC23,GO:0006886,intracellular protein transport
SEC23,GO:0008270,zinc ion binding
SEC23,GO:0030127,COPII vesicle coat
SEC23,GO:0090114,COPII-coated vesicle budding
DPB2,GO:0003677,DNA binding
DPB2,GO:0006261,DNA-templated DNA replication
DPB2,GO:0008622,epsilon DNA polymerase complex
RAD3,GO:0003677,DNA binding
RAD3,GO:0003678,DNA helicase activity
RAD3,GO:0005524,ATP binding
RAD3,GO:0005634,nucleus
RAD3,GO:0006289,nucleotide-excision repair
RAD3,GO:0016818,"hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides"
dnaJ,GO:0005524,ATP binding
dnaJ,GO:0006457,protein folding
dnaJ,GO:0009408,response to heat
dnaJ,GO:0031072,heat shock protein binding
dnaJ,GO:0046872,metal ion binding
dnaJ,GO:0051082,unfolded protein binding
CHD1,GO:0000123,histone acetyltransferase complex
CHD1,GO:0005524,ATP binding
CHD1,GO:0005634,nucleus
CHD1,GO:0010468,regulation of gene expression
CHD1,GO:0016787,hydrolase activity
CHD1,GO:0140658,ATP-dependent chromatin remodeler activity
PKAR,GO:0001932,regulation of protein phosphorylation
PKAR,GO:0005952,cAMP-dependent protein kinase complex
PKAR,GO:0008603,cAMP-dependent protein kinase regulator activity
PKAR,GO:0016301,kinase activity
PKAR,GO:0016310,phosphorylation
PKAR,GO:0030552,cAMP binding
mge1,GO:0000774,adenyl-nucleotide exchange factor activity
mge1,GO:0005759,mitochondrial matrix
mge1,GO:0006457,protein folding
mge1,GO:0042803,protein homodimerization activity
mge1,GO:0051087,protein-folding chaperone binding
ODC2,GO:0005471,ATP:ADP antiporter activity
ODC2,GO:0005743,mitochondrial inner membrane
ODC2,GO:0140021,mitochondrial ADP transmembrane transport
ODC2,GO:1990544,mitochondrial ATP transmembrane transport
SOD2,GO:0004784,superoxide dismutase activity
SOD2,GO:0046872,metal ion binding
FKS3,GO:0000148,"1,3-beta-D-glucan synthase complex"
FKS3,GO:0003843,"1,3-beta-D-glucan synthase activity"
FKS3,GO:0006075,(1->3)-beta-D-glucan biosynthetic process
FKS3,GO:0009272,fungal-type cell wall biogenesis
SEC12,GO:0000139,Golgi membrane
SEC12,GO:0003400,regulation of COPII vesicle coating
SEC12,GO:0005085,guanyl-nucleotide exchange factor activity
SEC12,GO:0005096,GTPase activator activity
SEC12,GO:0005789,endoplasmic reticulum membrane
SEC12,GO:0006888,endoplasmic reticulum to Golgi vesicle-mediated transport
SEC12,GO:0009306,protein secretion
SLX9,GO:0000462,"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
SLX9,GO:0005730,nucleolus
SLX9,GO:0030686,90S preribosome
SLX9,GO:0030688,"preribosome, small subunit precursor"
SMD1,GO:0005634,nucleus
SMD1,GO:0006396,RNA processing
SMD1,GO:0022607,cellular component assembly
SMD1,GO:0022613,ribonucleoprotein complex biogenesis
